Sipariş_Kodu,Blok_ID,Blok_Tipi,Tedarikçi_Firma,Teslimat_Yeri,Ağırlık_Ton,İstasyon,Uygulayıcı_Ekip,Planlanan_Adam_Saat,Gerçekleşen_Adam_Saat,Planlanan_Maliyet_USD,Gerçekleşen_Maliyet_USD,NDT_Sonucu,Planlanan_Başlangıç,Planlanan_Bitiş,Gerçekleşen_Başlangıç,Gerçekleşen_Bitiş,Gecikme_Süresi_Gün,Gecikme_Nedeni,Durum,Tamamlanma_Yüzdesi
NB-504 (Askeri Gemi),BLK-057,Gövde,Kardemir,Kuru Havuz B,147,Boyama,Dahili Ekip,225,225,165375,165375,Muaf,2026-01-11,2026-01-26,2026-01-11,2026-01-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-057,Gövde,Kardemir,Kuru Havuz B,147,Donatım,Dahili Ekip,80,80,98490,98490,Muaf,2026-01-27,2026-02-06,2026-01-27,2026-02-06,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-058,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,48,Kesim,Taşeron - Alfa,66,66,10512,10512,Muaf,2025-11-14,2025-11-17,2025-11-14,2025-11-17,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-058,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,48,Ön Montaj,Taşeron - Beta,90,90,27840,27840,Geçti,2025-11-18,2025-11-28,2025-11-18,2025-11-28,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-058,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,48,Montaj,Dahili Ekip,414,414,68256,68256,Geçti,2025-11-30,2025-12-18,2025-11-30,2025-12-18,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-058,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,48,Kaynak,Dahili Ekip,207,207,24192,24192,Geçti,2025-12-20,2025-12-29,2025-12-20,2025-12-29,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-058,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,48,Boyama,Dahili Ekip,220,220,60480,60480,Muaf,2025-12-31,2026-01-20,2025-12-31,2026-01-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-058,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,48,Donatım,Taşeron - Beta,108,108,35136,35136,Muaf,2026-01-22,2026-02-03,2026-01-22,2026-02-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-059,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz A,79,Kesim,Taşeron - Omega,147,147,41475,41475,Muaf,2025-12-13,2025-12-20,2025-12-13,2025-12-20,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-059,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz A,79,Ön Montaj,Dahili Ekip,180,180,105228,105228,Geçti,2025-12-22,2026-01-09,2025-12-22,2026-01-09,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-059,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz A,79,Montaj,Taşeron - Alfa,187,187,58223,58223,Geçti,2026-01-10,2026-01-21,2026-01-10,2026-01-21,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-059,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz A,79,Kaynak,Taşeron - Beta,169,169,68809,68809,Geçti,2026-01-23,2026-02-05,2026-01-23,2026-02-05,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-059,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz A,79,Boyama,Taşeron - Alfa,195,299,66360,72832,Muaf,2026-02-07,2026-02-22,2026-02-07,2026-03-02,8,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-059,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz A,79,Donatım,Taşeron - Alfa,112,112,85162,85162,Muaf,2026-03-04,2026-03-18,2026-03-04,2026-03-18,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-060,Tank,Erdemir,Açık Saha Donatım,122,Kesim,Taşeron - Alfa,90,90,43310,43310,Muaf,2026-01-04,2026-01-09,2026-01-04,2026-01-09,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-060,Tank,Erdemir,Açık Saha Donatım,122,Ön Montaj,Taşeron - Beta,272,272,136884,136884,Geçti,2026-01-11,2026-01-28,2026-01-11,2026-01-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-060,Tank,Erdemir,Açık Saha Donatım,122,Montaj,Taşeron - Alfa,156,156,91988,91988,Geçti,2026-01-29,2026-02-11,2026-01-29,2026-02-11,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-060,Tank,Erdemir,Açık Saha Donatım,122,Kaynak,Taşeron - Alfa,80,146,70272,78078,Geçti,2026-02-13,2026-02-21,2026-02-13,2026-02-27,6,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-060,Tank,Erdemir,Açık Saha Donatım,122,Boyama,Dahili Ekip,288,444,173484,188844,Muaf,2026-03-01,2026-03-19,2026-03-01,2026-03-31,12,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-060,Tank,Erdemir,Açık Saha Donatım,122,Donatım,Taşeron - Beta,117,117,112606,112606,Muaf,2026-04-01,2026-04-14,2026-04-01,2026-04-14,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-061,Üst Bina,Kardemir,Kuru Havuz A,121,Kesim,Taşeron - Omega,120,120,35695,35695,Muaf,2025-11-22,2025-11-27,2025-11-22,2025-11-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-061,Üst Bina,Kardemir,Kuru Havuz A,121,Ön Montaj,Taşeron - Beta,208,208,125840,125840,Geçti,2025-11-29,2025-12-12,2025-11-29,2025-12-12,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-061,Üst Bina,Kardemir,Kuru Havuz A,121,Montaj,Dahili Ekip,130,130,91234,91234,Geçti,2025-12-13,2025-12-26,2025-12-13,2025-12-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-061,Üst Bina,Kardemir,Kuru Havuz A,121,Kaynak,Taşeron - Beta,117,159,70785,72432,Kaldı - Yeniden İşlem,2025-12-28,2026-01-06,2025-12-28,2026-01-09,3,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-061,Üst Bina,Kardemir,Kuru Havuz A,121,Boyama,Taşeron - Beta,299,377,108537,114873,Muaf,2026-01-11,2026-01-24,2026-01-11,2026-01-30,6,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-061,Üst Bina,Kardemir,Kuru Havuz A,121,Donatım,Taşeron - Beta,238,238,93170,93170,Muaf,2026-01-31,2026-02-14,2026-01-31,2026-02-14,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-062,Gövde,Erdemir,Kuru Havuz B,83,Kesim,Taşeron - Beta,42,42,18177,18177,Muaf,2025-10-31,2025-11-03,2025-10-31,2025-11-03,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-062,Gövde,Erdemir,Kuru Havuz B,83,Ön Montaj,Taşeron - Beta,110,110,50630,50630,Geçti,2025-11-05,2025-11-15,2025-11-05,2025-11-15,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-062,Gövde,Erdemir,Kuru Havuz B,83,Montaj,Dahili Ekip,266,266,99351,99351,Geçti,2025-11-16,2025-12-05,2025-11-16,2025-12-05,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-062,Gövde,Erdemir,Kuru Havuz B,83,Kaynak,Taşeron - Alfa,286,286,80925,80925,Geçti,2025-12-07,2025-12-20,2025-12-07,2025-12-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-062,Gövde,Erdemir,Kuru Havuz B,83,Boyama,Dahili Ekip,182,280,62582,68742,Muaf,2025-12-21,2026-01-03,2025-12-21,2026-01-10,7,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-062,Gövde,Erdemir,Kuru Havuz B,83,Donatım,Taşeron - Omega,88,178,61171,76101,Kaldı - Yeniden İşlem,2026-01-11,2026-01-22,2026-01-11,2026-02-01,10,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-063,Tank,Erdemir,Açık Saha Donatım,89,Kesim,Taşeron - Omega,108,108,37380,37380,Muaf,2025-10-24,2025-10-30,2025-10-24,2025-10-30,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-063,Tank,Erdemir,Açık Saha Donatım,89,Ön Montaj,Taşeron - Alfa,156,156,54468,54468,Geçti,2025-11-01,2025-11-13,2025-11-01,2025-11-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-063,Tank,Erdemir,Açık Saha Donatım,89,Montaj,Taşeron - Beta,154,154,66038,66038,Geçti,2025-11-14,2025-11-28,2025-11-14,2025-11-28,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-063,Tank,Erdemir,Açık Saha Donatım,89,Kaynak,Taşeron - Alfa,224,224,74760,74760,Geçti,2025-11-29,2025-12-13,2025-11-29,2025-12-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-063,Tank,Erdemir,Açık Saha Donatım,89,Boyama,Dahili Ekip,299,299,61321,61321,Muaf,2025-12-15,2025-12-28,2025-12-15,2025-12-28,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-063,Tank,Erdemir,Açık Saha Donatım,89,Donatım,Taşeron - Beta,304,304,130207,130207,Muaf,2025-12-29,2026-01-17,2025-12-29,2026-01-17,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-064,Makine Dairesi,SSAB,Kızak 2,59,Kesim,Dahili Ekip,84,172,14396,30643,Geçti,2025-12-15,2025-12-19,2025-12-15,2025-12-30,11,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-064,Makine Dairesi,SSAB,Kızak 2,59,Ön Montaj,Dahili Ekip,200,200,67260,67260,Geçti,2025-12-31,2026-01-20,2025-12-31,2026-01-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-064,Makine Dairesi,SSAB,Kızak 2,59,Montaj,Dahili Ekip,320,441,67968,82543,Geçti,2026-01-21,2026-02-06,2026-01-21,2026-02-17,11,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-064,Makine Dairesi,SSAB,Kızak 2,59,Kaynak,Taşeron - Alfa,96,96,41064,41064,Geçti,2026-02-18,2026-03-02,2026-02-18,2026-03-02,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-064,Makine Dairesi,SSAB,Kızak 2,59,Boyama,Taşeron - Alfa,286,286,51389,51389,Muaf,2026-03-03,2026-03-16,2026-03-03,2026-03-16,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-064,Makine Dairesi,SSAB,Kızak 2,59,Donatım,Taşeron - Beta,336,528,62776,78076,Geçti,2026-03-18,2026-04-01,2026-03-18,2026-04-13,12,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-065,Tank,ThyssenKrupp,Kızak 1,49,Kesim,Taşeron - Omega,85,85,13965,13965,Muaf,2025-10-27,2025-11-01,2025-10-27,2025-11-01,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-065,Tank,ThyssenKrupp,Kızak 1,49,Ön Montaj,Taşeron - Omega,144,171,44688,48540,Kaldı - Yeniden İşlem,2025-11-03,2025-11-15,2025-11-03,2025-11-18,3,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-065,Tank,ThyssenKrupp,Kızak 1,49,Montaj,Taşeron - Omega,143,278,38269,50734,Geçti,2025-11-20,2025-12-01,2025-11-20,2025-12-10,9,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-065,Tank,ThyssenKrupp,Kızak 1,49,Kaynak,Taşeron - Alfa,160,160,20384,20384,Geçti,2025-12-11,2025-12-19,2025-12-11,2025-12-19,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-065,Tank,ThyssenKrupp,Kızak 1,49,Boyama,Dahili Ekip,242,242,40425,40425,Muaf,2025-12-20,2025-12-31,2025-12-20,2025-12-31,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-065,Tank,ThyssenKrupp,Kızak 1,49,Donatım,Taşeron - Alfa,234,346,44100,53172,Geçti,2026-01-02,2026-01-20,2026-01-02,2026-01-28,8,Hava Muhalefeti,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-066,Tank,Erdemir,Kuru Havuz A,120,Kesim,Taşeron - Alfa,24,24,23760,23760,Muaf,2026-01-06,2026-01-09,2026-01-06,2026-01-09,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-066,Tank,Erdemir,Kuru Havuz A,120,Ön Montaj,Taşeron - Alfa,190,190,155040,155040,Geçti,2026-01-10,2026-01-29,2026-01-10,2026-01-29,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-066,Tank,Erdemir,Kuru Havuz A,120,Montaj,Taşeron - Beta,154,154,91080,91080,Geçti,2026-01-31,2026-02-11,2026-01-31,2026-02-11,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-066,Tank,Erdemir,Kuru Havuz A,120,Kaynak,Dahili Ekip,126,190,95760,99872,Kaldı - Yeniden İşlem,2026-02-13,2026-02-27,2026-02-13,2026-03-03,4,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-066,Tank,Erdemir,Kuru Havuz A,120,Boyama,Taşeron - Omega,294,320,114240,115890,Muaf,2026-03-04,2026-03-18,2026-03-04,2026-03-20,2,Malzeme Eksikliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-066,Tank,Erdemir,Kuru Havuz A,120,Donatım,Dahili Ekip,210,210,76800,76800,Muaf,2026-03-22,2026-04-01,2026-03-22,2026-04-01,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-067,Tank,Yerel Tedarikçi A.Ş.,Kızak 1,80,Kesim,Taşeron - Beta,48,72,30720,32322,Geçti,2025-10-04,2025-10-10,2025-10-04,2025-10-12,2,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-067,Tank,Yerel Tedarikçi A.Ş.,Kızak 1,80,Ön Montaj,Taşeron - Alfa,144,144,67840,67840,Geçti,2025-10-14,2025-10-30,2025-10-14,2025-10-30,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-067,Tank,Yerel Tedarikçi A.Ş.,Kızak 1,80,Montaj,Dahili Ekip,176,176,63360,63360,Geçti,2025-10-31,2025-11-11,2025-10-31,2025-11-11,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-067,Tank,Yerel Tedarikçi A.Ş.,Kızak 1,80,Kaynak,Taşeron - Omega,112,160,36400,39460,Kaldı - Yeniden İşlem,2025-11-12,2025-11-19,2025-11-12,2025-11-22,3,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-067,Tank,Yerel Tedarikçi A.Ş.,Kızak 1,80,Boyama,Taşeron - Beta,480,480,89600,89600,Muaf,2025-11-24,2025-12-14,2025-11-24,2025-12-14,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-067,Tank,Yerel Tedarikçi A.Ş.,Kızak 1,80,Donatım,Taşeron - Omega,120,159,52800,54597,Geçti,2025-12-15,2025-12-25,2025-12-15,2025-12-28,3,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-068,Gövde,Erdemir,Kuru Havuz A,170,Kesim,Taşeron - Alfa,80,80,49640,49640,Muaf,2025-11-16,2025-11-20,2025-11-16,2025-11-20,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-068,Gövde,Erdemir,Kuru Havuz A,170,Ön Montaj,Taşeron - Beta,153,153,182070,182070,Geçti,2025-11-22,2025-12-09,2025-11-22,2025-12-09,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-068,Gövde,Erdemir,Kuru Havuz A,170,Montaj,Taşeron - Omega,336,336,157760,157760,Geçti,2025-12-11,2025-12-27,2025-12-11,2025-12-27,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-068,Gövde,Erdemir,Kuru Havuz A,170,Kaynak,Taşeron - Beta,240,300,93500,97580,Kaldı - Yeniden İşlem,2025-12-29,2026-01-08,2025-12-29,2026-01-14,6,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-068,Gövde,Erdemir,Kuru Havuz A,170,Boyama,Taşeron - Alfa,306,306,179180,179180,Muaf,2026-01-15,2026-02-01,2026-01-15,2026-02-01,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-068,Gövde,Erdemir,Kuru Havuz A,170,Donatım,Dahili Ekip,280,460,224400,236388,Geçti,2026-02-03,2026-02-23,2026-02-03,2026-03-07,12,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-069,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,59,Kesim,Taşeron - Omega,70,70,16520,16520,Muaf,2025-11-11,2025-11-16,2025-11-11,2025-11-16,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-069,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,59,Ön Montaj,Taşeron - Beta,132,150,40887,43295,Kaldı - Yeniden İşlem,2025-11-17,2025-11-28,2025-11-17,2025-11-30,2,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-069,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,59,Montaj,Taşeron - Beta,200,280,64900,74450,Geçti,2025-12-01,2025-12-21,2025-12-01,2025-12-31,10,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-069,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,59,Kaynak,Taşeron - Alfa,231,363,39589,54925,Kaldı - Yeniden İşlem,2026-01-01,2026-01-12,2026-01-01,2026-01-24,12,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-069,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,59,Boyama,Taşeron - Alfa,200,344,74340,79749,Muaf,2026-01-25,2026-02-14,2026-01-25,2026-02-23,9,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-069,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,59,Donatım,Taşeron - Omega,288,288,61596,61596,Muaf,2026-02-24,2026-03-14,2026-02-24,2026-03-14,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-070,Gövde,Erdemir,Kuru Havuz B,48,Kesim,Taşeron - Omega,56,156,21504,31274,Geçti,2025-10-13,2025-10-20,2025-10-13,2025-10-30,10,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-070,Gövde,Erdemir,Kuru Havuz B,48,Ön Montaj,Taşeron - Alfa,312,312,46176,46176,Geçti,2025-11-01,2025-11-14,2025-11-01,2025-11-14,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-070,Gövde,Erdemir,Kuru Havuz B,48,Montaj,Dahili Ekip,242,242,27456,27456,Geçti,2025-11-16,2025-11-27,2025-11-16,2025-11-27,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-070,Gövde,Erdemir,Kuru Havuz B,48,Kaynak,Dahili Ekip,64,64,19968,19968,Geçti,2025-11-29,2025-12-07,2025-11-29,2025-12-07,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-070,Gövde,Erdemir,Kuru Havuz B,48,Boyama,Taşeron - Beta,170,170,41616,41616,Muaf,2025-12-08,2025-12-25,2025-12-08,2025-12-25,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-070,Gövde,Erdemir,Kuru Havuz B,48,Donatım,Taşeron - Alfa,228,273,43776,46650,Geçti,2025-12-26,2026-01-07,2025-12-26,2026-01-10,3,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-071,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,112,Kesim,Dahili Ekip,50,50,35840,35840,Muaf,2025-11-10,2025-11-15,2025-11-10,2025-11-15,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-071,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,112,Ön Montaj,Taşeron - Omega,96,96,69888,69888,Geçti,2025-11-17,2025-11-29,2025-11-17,2025-11-29,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-071,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,112,Montaj,Taşeron - Beta,143,143,77616,77616,Geçti,2025-11-30,2025-12-11,2025-11-30,2025-12-11,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-071,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,112,Kaynak,Taşeron - Omega,112,112,45472,45472,Geçti,2025-12-12,2025-12-19,2025-12-12,2025-12-19,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-071,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,112,Boyama,Taşeron - Alfa,200,284,79520,87716,Muaf,2025-12-21,2025-12-31,2025-12-21,2026-01-06,6,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-071,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz A,112,Donatım,Taşeron - Omega,266,266,155344,155344,Muaf,2026-01-07,2026-01-26,2026-01-07,2026-01-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-072,Gövde,Erdemir,Kızak 1,41,Kesim,Taşeron - Omega,60,60,14965,14965,Muaf,2025-10-30,2025-11-04,2025-10-30,2025-11-04,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-072,Gövde,Erdemir,Kızak 1,41,Ön Montaj,Taşeron - Alfa,360,360,55350,55350,Geçti,2025-11-05,2025-11-23,2025-11-05,2025-11-23,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-072,Gövde,Erdemir,Kızak 1,41,Montaj,Taşeron - Omega,208,352,38909,46781,Geçti,2025-11-25,2025-12-08,2025-11-25,2025-12-20,12,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-072,Gövde,Erdemir,Kızak 1,41,Kaynak,Taşeron - Omega,294,414,44772,55140,Geçti,2025-12-22,2026-01-05,2025-12-22,2026-01-13,8,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-072,Gövde,Erdemir,Kızak 1,41,Boyama,Taşeron - Omega,380,476,52193,64637,Muaf,2026-01-15,2026-02-03,2026-01-15,2026-02-15,12,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-072,Gövde,Erdemir,Kızak 1,41,Donatım,Taşeron - Beta,224,224,36080,36080,Muaf,2026-02-16,2026-03-04,2026-02-16,2026-03-04,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-073,Tank,Kardemir,Kızak 1,49,Kesim,Dahili Ekip,102,190,18228,29092,Geçti,2025-10-28,2025-11-03,2025-10-28,2025-11-11,8,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-073,Tank,Kardemir,Kızak 1,49,Ön Montaj,Dahili Ekip,294,294,48020,48020,Geçti,2025-11-13,2025-11-27,2025-11-13,2025-11-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-073,Tank,Kardemir,Kızak 1,49,Montaj,Dahili Ekip,152,176,72618,74844,Geçti,2025-11-29,2025-12-18,2025-11-29,2025-12-21,3,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-073,Tank,Kardemir,Kızak 1,49,Kaynak,Taşeron - Omega,99,99,29106,29106,Geçti,2025-12-22,2025-12-31,2025-12-22,2025-12-31,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-073,Tank,Kardemir,Kızak 1,49,Boyama,Taşeron - Beta,380,380,73549,73549,Muaf,2026-01-01,2026-01-20,2026-01-01,2026-01-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-073,Tank,Kardemir,Kızak 1,49,Donatım,Taşeron - Beta,306,306,49980,49980,Muaf,2026-01-21,2026-02-07,2026-01-21,2026-02-07,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-074,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kuru Havuz B,81,Kesim,Taşeron - Beta,115,115,31995,31995,Muaf,2025-12-20,2025-12-25,2025-12-20,2025-12-25,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-074,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kuru Havuz B,81,Ön Montaj,Taşeron - Omega,144,144,55404,55404,Geçti,2025-12-27,2026-01-08,2025-12-27,2026-01-08,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-074,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kuru Havuz B,81,Montaj,Taşeron - Beta,330,370,65610,68322,Geçti,2026-01-10,2026-01-25,2026-01-10,2026-01-29,4,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-074,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kuru Havuz B,81,Kaynak,Taşeron - Beta,121,121,46332,46332,Geçti,2026-01-30,2026-02-10,2026-01-30,2026-02-10,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-074,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kuru Havuz B,81,Boyama,Taşeron - Omega,165,237,57024,70101,Muaf,2026-02-11,2026-02-22,2026-02-11,2026-03-03,9,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-074,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kuru Havuz B,81,Donatım,Taşeron - Alfa,130,193,84240,87999,Kaldı - Yeniden İşlem,2026-03-04,2026-03-17,2026-03-04,2026-03-24,7,İşgücü Yetersizliği,Tamamlandı,100
NB-502 (Römorkör),BLK-075,Tank,SSAB,Kızak 2,164,Kesim,Taşeron - Beta,27,93,33948,42792,Geçti,2025-10-08,2025-10-11,2025-10-08,2025-10-17,6,İşgücü Yetersizliği,Tamamlandı,100
NB-502 (Römorkör),BLK-075,Tank,SSAB,Kızak 2,164,Ön Montaj,Taşeron - Beta,156,156,119392,119392,Geçti,2025-10-18,2025-10-31,2025-10-18,2025-10-31,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-075,Tank,SSAB,Kızak 2,164,Montaj,Dahili Ekip,255,255,132840,132840,Geçti,2025-11-02,2025-11-17,2025-11-02,2025-11-17,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-075,Tank,SSAB,Kızak 2,164,Kaynak,Taşeron - Alfa,228,228,104304,104304,Geçti,2025-11-18,2025-11-30,2025-11-18,2025-11-30,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-075,Tank,SSAB,Kızak 2,164,Boyama,Dahili Ekip,209,209,199424,199424,Muaf,2025-12-02,2025-12-21,2025-12-02,2025-12-21,0,Yok,Tamamlandı,100
